,contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
152,-2899726011463496555,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,A digital crack in banking's business model,8 Insanely Simple Productivity Hacks,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",Por que o segundo maior banco da Alemanha decidiu entrar no Brasil com R$ 240 milhões?,Nubank e Goldman fecham parceria de R$ 200 milhões
153,-3275688295651945765,Por que o segundo maior banco da Alemanha decidiu entrar no Brasil com R$ 240 milhões?,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,Nubank e Goldman fecham parceria de R$ 200 milhões,Bradesco lança serviço inédito para estimular o hábito de poupar,Measuring email effectiveness in retail banking,Santander Vies to Become First Bank to Issue Cash on Blockchain - CoinDesk
154,-2683134512107439488,Mary Meeker's essential 2016 Internet Trends Report,Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz,The AI business landscape,Making open source data more available,Touch (TV Series 2012-2013),Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender
155,7606744605433799135,Why the customer experience matters,Two Different Sales Motions . . . .,An operating model for company-wide agile development,"5 awesome Google Keep features you aren't using, but should be",7 Questions to Ask Before Your Next Digital Transformation,The return of the machinery question
156,4774970687540378081,The economic essentials of digital strategy,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,The new tech talent you need to succeed in digital,How to Create an Exponential Mindset,Google acquires deep search engine Kifi to enhance its Spaces group chat app,Two Different Sales Motions . . . .
157,-8287402887944984163,Containers are not VMs,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",19 Tips For Everyday Git Use,CSS Containment in Chrome 52 | Web Updates - Google Developers,14 Cool Drupal 8 modules for site builders | August 2016,An overview of web service solutions in Drupal 8
158,-1492574794514500033,Programming by poking: why MIT stopped teaching SICP,"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow",Slack and Google announce partnership focused on better integrating their services,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,Using behavioral data to improve customer satisfaction,Berners-Lee quer criar outra Web
159,-1901742495252324928,Designing smart notifications,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Up your app's sharing game with DirectShare - Google Developers,Building more accessible technology,Why porting an iOS design to Android will not work
160,-6369211973034956889,Getting Started with Activity & Fragment Transitions (part 1),Up your app's sharing game with DirectShare - Google Developers,StrictMode for Runtime Analysis on Android - Google Developers,Building more accessible technology,Designing smart notifications,Usability Heuristics for Bots - Chatbots Magazine
161,-5571606607344218289,Agile: Falta competência nos testes,Como Usar o Git e o GitHub,Top 5 Android Testing Frameworks with Examples,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",Dicas avançadas de ruby (capybara/cucumber),Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog
162,-307396946333196366,Cracking the Job Interview with TensorFlow,Up your app's sharing game with DirectShare - Google Developers,StrictMode for Runtime Analysis on Android - Google Developers,Firebase Test Lab for Android,The End Of Apple Man,"Fresco, sim! - Android Dev BR"
163,-799315203186826480,What to Expect at WWDC 2016,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Ordering coffee in Italy: the 10 commandments,Joel on Software,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Alecrim/AlecrimCoreData
164,-2948321821574578861,Quando usar paginação e quando usar scroll infinito?,The future of the shopping mall,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,Shopping app Spring's redesign could be a game-changer,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons,Pinterest's Real-World Pins Let In-Store Shoppers Save Real Items to Virtual Boards
165,4277778562135834208,Beyond Progressive Web Apps Part 1,Beyond Progressive Web Apps Part 2: We Need to Know What's New,Introduction to release engineering,Anti-If: The missing patterns,Announcing .NET Core 1.0,"Autofill: What web devs should know, but don't"
166,-3605608255586388018,"GitHub broke my 1,000 day streak - Free Code Camp",The hardest thing in computer science,Jenkins 2.0 is here!,What Color is Your Function?,Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!,Wide & Deep Learning: Better Together with TensorFlow
167,-6467708104873171151,5 reasons your employees aren't sharing their knowledge,"Secret's founder returns with Bold, a Medium for enterprise","How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Text summarization with TensorFlow,The AI business landscape,This Super Accurate Portrait Selection Tech Uses Neural Networks
168,-8618420761918493321,What the Google I/O schedule tells us about the future of Android,"Bots, Messenger and the future of customer service",Seria Stranger Things uma obra de arte do algoritmo da Netflix?,Designing smart notifications,"Google acquires Synergyse, an interactive training service for Google Apps",Progressive Web App - first introduced on Google I/O | airberlin
169,-6009377241272750648,Nespresso,Why image recognition is about to transform business,Google Cloud Goes to the Farm,Mobile marketing statistics 2016,"Google launches Springboard, an AI-powered assistant for its enterprise customers",Running GV sprints inside corporates - learn from my mistakes - Sprint Stories
170,6910763794618680440,JavaServer Faces 2.3 Quick Reference - DZone Java,Graph Capabilities with the Elastic Stack,Eclipse Foundation Releases Neon,Plano nacional de ''internet das coisas'' sai em fevereiro,Código Google: Introdução da próxima geração do Google Tag Manager e do Tag Manager 360 para Mobile Apps,How Do Top Android Developers QA Test Their Apps?
171,-1038011342017850,Para entender o Dia Internacional contra a Homofobia,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,"No dia das mães, Avon lança campanha com mãe de jovem gay",Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,Workplace diversity in Brazil: there's still a long way to go
172,-8279505492976427918,"Bots, Messenger and the future of customer service",What the Google I/O schedule tells us about the future of Android,"Google acquires Synergyse, an interactive training service for Google Apps",Building more accessible technology,Progressive Web App - first introduced on Google I/O | airberlin,Designing smart notifications
173,-2855910583928922225,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads","AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Ordering coffee in Italy: the 10 commandments,Joel on Software,What to Expect at WWDC 2016
174,-6347212504547574224,Building more accessible technology,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",Up your app's sharing game with DirectShare - Google Developers,Designing smart notifications,"Google acquires Synergyse, an interactive training service for Google Apps","Bots, Messenger and the future of customer service"
175,-8258529658421542282,Vision API - Image Content Analysis,Modelando APIs REST com Swagger,Comparing React.js to Vue.js for dynamic tabular data,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema,Labelling automated builds on Docker Hub - Microscaling Systems,Quick Tip: Working with the JavaScript Battery API
176,-4888170580455425266,Speeding up ReSharper (and Visual Studio),The Internet of Things is looking for its VisiCalc,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Nintendo has doubled in value since Pokémon Go's release,How enterprise architects can help ensure success with digital transformations,'We've realized a ten-year strategy goal in one year'
177,6807042796917367736,Bitbucket Pipelines Beta: continuous delivery inside Bitbucket - Bitbucket,Facebook is open-sourcing its AI bot-building research,Effective learning through code workshops | Box Blog,The Business Case for Progressive Web Apps,Node.js Examples - How Enterprises use Node in 2016 | @RisingStack,You don't talk about refactoring club
178,-8949113594875411859,"No Brasil, '25% dos celulares ainda são 'Burrofones'",MOBILE TIME - FlyHelo: app permite compartilhamento de jatos e helicópteros em São Paulo,"""Consultorias promovem a desvalorização do nosso negócio"" - Meio & Mensagem",Especial: O papel dos grandes provedores de TI na Rio 2016,Assessing Salesforce's platform and ecosystem | ZDNet,Resenha - A Chegada
179,-6542996094878850014,How One Jira Ticket Made My Employer $1MM/Month: 7 Metrics that Actually Matter - JavaScript Scene,Front in BH 2016,Google Cloud Platform sets a course for new horizons,Python Is Not Java (dirtSimple.org),XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files"
180,880612740433495828,O que você deve fazer para se tornar um líder melhor?,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Investimentos em coaching e mentoring aumentam nas empresas,Qual é o valor da área de T&D na sua empresa?,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins","Para neurociência, motivação não é fator principal em mudança de hábitos"
181,8522523292310933696,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net",Google is quietly recording everything you say. Here's how to hear it,"Coca-Cola é 1ª da lista ""Fortune"" a repor toda a água usada | EXAME.com",How enterprise architects can help ensure success with digital transformations,Blaise Agüera y Arcas: How computers are learning to be creative
182,3306277069425849869,Google segue Microsoft e lança ferramenta analítica grátis,Como a Microsoft está trabalhando com o conceito de IoT - Startupi,The return of the machinery question,The AI business landscape,A step-by-step guide to agile growth experiments,Touch (TV Series 2012-2013)
183,2601622077116449484,Bancos brasileiros fecham 200 agências em 2015 - Home - iG,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads",Ordering coffee in Italy: the 10 commandments,Por que o segundo maior banco da Alemanha decidiu entrar no Brasil com R$ 240 milhões?,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts"
184,5787934590133549357,Ouça a música criada pela inteligência artificial do Google | Google Discovery,Google is quietly recording everything you say. Here's how to hear it,"Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery",Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com,Google is testing a new Material Design layout for desktop searches
185,-7812176982819372240,Sete Reinos,Goodbye accountants! Startup builds AI to automate all your accounting,Bradesco e Visa anunciam pulseira que substitui cartão | EXAME.com,Festival de Fotografia Hercule Florence - Timeline | Facebook,A identidade visual de Budapeste para as Olimpíadas de 2024,Branding é problema seu. E meu.
186,5875183869203898283,Google is quietly recording everything you say. Here's how to hear it,Ouça a música criada pela inteligência artificial do Google | Google Discovery,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business,14 Cool Drupal 8 modules for site builders | August 2016,"Google lança Science Journal, aplicativo de ciências para Android | Google Discovery",7 Questions to Ask Before Your Next Digital Transformation
187,-3400154175330058574,Skill swarms - a new way to share expertise and work smarter together - Skillhive,5 reasons your employees aren't sharing their knowledge,"Secret's founder returns with Bold, a Medium for enterprise","Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",A step-by-step guide to agile growth experiments,The barbell effect of machine learning.
188,-7492067511846042603,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Migrating from Parse to Bluemix,O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog,Firebase Test Lab for Android,Sam Newman - Backends For Frontends,Post: Just Say mNo to Hungarian Notation
189,-538948733779286129,The Physical Web,The AI business landscape,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Touch (TV Series 2012-2013),Text summarization with TensorFlow,Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender
190,-1995591062742965408,Firebase Test Lab for Android,Post: Just Say mNo to Hungarian Notation,Up your app's sharing game with DirectShare - Google Developers,Sam Newman - Backends For Frontends,The Importance of Code Reviews,StrictMode for Runtime Analysis on Android - Google Developers
191,-5161313513317812402,"Meet Bozoma Saint John, the Apple executive who stole the show at WWDC",WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Joel on Software,Ordering coffee in Italy: the 10 commandments,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts","If women in tech stop apologizing, we might just be able to shut the sexist shit down. - Athena Talks"
192,-8742648016180281673,Aposta na inovação,O que é liderança? Liderança é fazer a diversidade funcionar.,"Little girls doubt that women can be brilliant, study shows",The brilliant mechanics of Pokémon Go,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,Google employees are adding 'Lady' to their job titles to fight sexism
193,943818026930898372,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com",Big IT Rising,An operating model for company-wide agile development,You won't recognize the new world of digital payments without this report,An operating model for company-wide agile development,Embracing Agile
194,357449794379078687,Apple anuncia a 3ª geração da linguagem Swift para o final deste ano,"No ano em que a Apple completa 40 anos, confira a evolução do iPhone",Apple Releases First Preview of Swift 3.0 for Developers,Alecrim/AlecrimCoreData,Google may be considering Swift for use on Android,What to Expect at WWDC 2016
195,8342423402350940832,Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,How I sped up the initial render of my Polymer app by 86%,Acesse a versão Material Design do YouTube | Google Discovery,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro",Progressive Web App - first introduced on Google I/O | airberlin,Touch (TV Series 2012-2013)
196,4579557799493615039,Google may be considering Swift for use on Android,Why porting an iOS design to Android will not work,Alecrim/AlecrimCoreData,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",What to Expect at WWDC 2016,Post: Just Say mNo to Hungarian Notation
197,8938071859536254465,Design Sprint: onde o design e a velocidade importam,[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,[Article] Poka Yoke: o que é e como implementar | Endeavor Brasil,Why the customer experience matters,big data = real time
198,-7809508238092432842,"If women in tech stop apologizing, we might just be able to shut the sexist shit down. - Athena Talks",Ordering coffee in Italy: the 10 commandments,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Joel on Software,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,What to Expect at WWDC 2016
199,6535950170823528902,"Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery",Google's Cloud Machine Learning service is now in public beta,Microsoft's Open Source Love Affair Reaches New Heights,"Google launches Springboard, an AI-powered assistant for its enterprise customers",Powering a more connected and collaborative enterprise,Google lança YouTube Kids no Brasil | Google Discovery
200,4629488036162962359,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss","TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",Netflix emociona com vídeo destacando personagens LGBT,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,Workplace diversity in Brazil: there's still a long way to go,"No dia das mães, Avon lança campanha com mãe de jovem gay"
201,-205193648629294862,Is FinTech Forcing Banking to a Tipping Point?,The sales secrets of high-growth companies,Two Different Sales Motions . . . .,Mobile Time,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Big IT Rising
202,5037221949349729844,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Google employees are adding 'Lady' to their job titles to fight sexism,O dia em que tive mais medo de estar errada.,#Sentaquelávemtextão,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?
203,-3875881534863988868,Visa lança desafio para startups de tecnologia - Startupi,Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com,"Elopar lança o ""Digio"", cartão para brigar com Nubank",Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Bradesco vai lançar novo banco digital: o Next.,The Drive to Bank on Digital
204,-5507019982244746725,What to Inspect When You are Inspecting!,Serverless Architectures,The Internet of Things is looking for its VisiCalc,Google is testing a new Material Design layout for desktop searches,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,CSS Containment in Chrome 52 | Web Updates - Google Developers
205,2687654465640040976,Google is testing a new Material Design layout for desktop searches,What to Inspect When You are Inspecting!,Ouça a música criada pela inteligência artificial do Google | Google Discovery,Facebook says its new AI is almost as good as humans at understanding context,Watch Google's AI master the infamously difficult Atari game Montezuma's Revenge,CSS Containment in Chrome 52 | Web Updates - Google Developers
206,3320201327008235211,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Why Google App Engine rocks: A Google engineer's take,"Amazon open-sources its own deep learning software, DSSTNE",The AI business landscape,Google lags behind Amazon and Microsoft's cloud in one important area,This Super Accurate Portrait Selection Tech Uses Neural Networks
207,2280365999288629014,The Best Linux Distros of 2016,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",Chrome OS now has Material Design for the desktop,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Using Microservices Architecture as API Enablement Strategy,Programming by poking: why MIT stopped teaching SICP
208,2765063319512128208,360 million reasons to destroy all passwords - Free Code Camp,Joel on Software,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads","AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Ordering coffee in Italy: the 10 commandments,What to Expect at WWDC 2016
209,-271938775771328391,Startups apostam em aplicativos que conectam fretes e caminhoneiros,Conselho da SABMiller aceita proposta de compra da AB InBev,Ultrapar aprova investimento adicional de R$ 196 milhões para a Ipiranga,Custo do Erro - Cinco motivos para investir em automação de testes,Steak Tartare com Salada Verde,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets
210,4911701623098526999,Why image recognition is about to transform business,Mobile marketing statistics 2016,The barbell effect of machine learning.,Google Cloud Goes to the Farm,Google acquires deep search engine Kifi to enhance its Spaces group chat app,Nespresso
211,-2747266787901704910,Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,Agronegócio mantém crescimento com tecnologia - inova.jor,Will blockchain drive the fourth Industrial Revolution?,Este texto do Ranieri é a melhor coisa que você lerá hoje
212,8483892789913825147,Cookbook,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Ordering coffee in Italy: the 10 commandments,Joel on Software,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,What to Expect at WWDC 2016
213,2817960273225808857,Johnson & Johnson compra líder global em dermocosméticos | EXAME.com,Johnson & Johnson comprará grupo suíço por US$ 30 bi,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,7 Questions to Ask Before Your Next Digital Transformation,Para entender o Dia Internacional contra a Homofobia,Who sponsors Drupal development? | Dries Buytaert
214,-4875060556471576861,Jenkins 2.0 is here!,"GitHub broke my 1,000 day streak - Free Code Camp",Announcing SyntaxNet: The World's Most Accurate Parser Goes Open Source,My experience with Google's Associate Android Developer Certification,Why Learning Angular 2 Was Excruciating,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic
215,8589361101754366293,Acesse a versão Material Design do YouTube | Google Discovery,How I sped up the initial render of my Polymer app by 86%,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro",Aplicação de visão computacional com OpenCV,WebAssembly Browser Preview,Google lança experimentos com inteligência artificial | Google Discovery
216,4069333494579100211,"Agile is Dead, Long Live Continuous Delivery - Gradle",Do you want Crappy Agile?,VersionOne AgilelIVE™ Webinar Series| SAFe® Expert Webinar,An operating model for company-wide agile development,Dicas avançadas de ruby (capybara/cucumber),"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
217,-4974757204495953627,Alecrim/AlecrimCoreData,Ordering coffee in Italy: the 10 commandments,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Joel on Software,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,What to Expect at WWDC 2016
218,4369833742675497700,Transforming life insurance with design thinking,O tênue equilíbrio da equipe que desenha produtos digitais,Chatbots: Are they better without the chat?,Running GV sprints inside corporates - learn from my mistakes - Sprint Stories,Embracing Agile,Campus São Paulo: conheça a primeira turma do Programa de Residentes
219,-8340365043226490059,big data = real time,Why the customer experience matters,Qual é a real diferença entre Data Storytelling e análise de dados? - CIO,Organizing for digital acceleration: Making a two-speed IT operating model work,Design Sprint: onde o design e a velocidade importam,A saga do jovem CEO da Dasa
220,-7539387928750597096,Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs,Gartner Reprint,One Dollar Board: Um projeto brasileiro para revolucionar a educação,Gartner Reprint,Comparing IoT Platforms: Compare 4 IoT platform for IoT projects,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets
221,-986193709330758766,System Code Geeks are giving away a FREE Sublime Text Editor License,Sam Newman - Backends For Frontends,Firebase Test Lab for Android,Vision API - Image Content Analysis,What Color is Your Function?,Post: Just Say mNo to Hungarian Notation
222,-4050006690189978332,Announcing SyntaxNet: The World's Most Accurate Parser Goes Open Source,Transfer Style But Not Color,Google's Cloud Machine Learning service is now in public beta,Google lags behind Amazon and Microsoft's cloud in one important area,Scala is the new golden child,"Telecoms open shop on Madison Avenue, but will brands buy?"
223,-8085935119790093311,Graph Capabilities with the Elastic Stack,Google's Cloud Machine Learning service is now in public beta,Machine Learning Is No Longer Just for Experts,Algorithms and architecture for job recommendations,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Scala is the new golden child
224,4814419120794996930,"Netflix says Geography, Age, and Gender are ""Garbage"" for Predicting Taste",Google researchers teach AIs to see the important parts of images - and tell you about them,Using behavioral data to improve customer satisfaction,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning"
225,3608243634452078989,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,Agronegócio mantém crescimento com tecnologia - inova.jor,Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio,Este texto do Ranieri é a melhor coisa que você lerá hoje
226,-1101832997669013246,Visa Introduces NFC-Enabled Payment Ring for Team Visa Sponsored Athletes to Use at Rio 2016 Olympic Games,Brazil's Bank Itaú Joins R3 Blockchain Consortium - CoinDesk,#FinTech is all about human-centred design - Chris Skinner's blog,Itaú é pioneiro do blockchain,The End Of Apps As We Know Them - Inside Intercom,"Elopar lança o ""Digio"", cartão para brigar com Nubank"
227,-8189315446782327370,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Ordering coffee in Italy: the 10 commandments,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Joel on Software,What to Expect at WWDC 2016,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads"
228,7459726589306441015,Shopping app Spring's redesign could be a game-changer,Making open source data more available,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Here's proof that Google is getting serious about battling Facebook in a key area,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels","Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack"
229,2589533162305407436,6 reasons why I like KeystoneML,"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow",Machine Learning Is No Longer Just for Experts,Google's Cloud Machine Learning service is now in public beta,Algorithms and architecture for job recommendations,How Netflix does A/B Testing - uxdesign.cc - User Experience Design
230,-655909700262679295,Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com,Visa lança desafio para startups de tecnologia - Startupi,Design Kit: Prototyping,The Drive to Bank on Digital,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,"Elopar lança o ""Digio"", cartão para brigar com Nubank"
231,1024145536490998555,Porto Seguro compra carteira de seguros Auto da Chubb,Jeff Seguros: SEGUROS E GAMES,Ranking das maiores seguradoras da Europa - 2015 | Sonho Seguro,Transforming life insurance with design thinking,Liberty vai adotar telemetria e baratear seguro para bons motoristas,BDD Best Practices and Guidelines - Testing Excellence
232,-3170783292462058942,Não existe frete grátis!,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,Vendas da Netshoes crescem 267% em dispositivos móveis no 1º semestre - 24Brasil,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine"
233,-8370744479086515302,Mobile banking conquista o coração dos brasileiros,CMN regulamenta abertura de conta de depósito por meio eletrônico,Nubank começa a testar seu programa de fidelidade - Empresas Tech,"Say goodbye to traditional customer segmentation "" Banking Technology",Cade autoriza Itaú Unibanco e Mastercard a criarem nova bandeira de cartão,Bradesco e Visa anunciam pulseira que substitui cartão | EXAME.com
234,-3161714324304758767,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels","Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Staying one step ahead at Pixar: An interview with Ed Catmull,The return of the machinery question,Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender,Artificial intelligence is changing SEO faster than you think
235,-42126282997118624,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,Agronegócio mantém crescimento com tecnologia - inova.jor,Este texto do Ranieri é a melhor coisa que você lerá hoje,Will blockchain drive the fourth Industrial Revolution?
236,-1313614305945895108,Ordering coffee in Italy: the 10 commandments,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Joel on Software,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,What to Expect at WWDC 2016,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads"
237,-5778988730475305016,Artificial intelligence is changing SEO faster than you think,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",The return of the machinery question,"Amazon open-sources its own deep learning software, DSSTNE",The barbell effect of machine learning.,How Mark Zuckerberg Led Facebook's War to Crush Google Plus
238,7414483722019578252,Good developers take breaks * Greetings Programs,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,"Little girls doubt that women can be brilliant, study shows",Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,Introducing Ask a Female Engineer,The Genderbread Person v3 | It's Pronounced Metrosexual
239,-6778286518036232293,The Future of Business is Design,A digital crack in banking's business model,"Microsoft adquire LinkedIn por US$ 26,2 bilhões",The End Of Apps As We Know Them - Inside Intercom,Staying one step ahead at Pixar: An interview with Ed Catmull,Embracing Agile
240,1318981494172475806,"Google acquires Synergyse, an interactive training service for Google Apps","Google launches Springboard, an AI-powered assistant for its enterprise customers","Hello, a nova rede social do Orkut, está liberada no Brasil",Building more accessible technology,"Bots, Messenger and the future of customer service",The AI business landscape
241,-1630229587164086350,Dries Buytaert,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,Johnson & Johnson comprará grupo suíço por US$ 30 bi,Meet Aquifer: A build system for easier Drupal development,Acquia Engage Awards Finalists Announced
242,-4798431998955209742,What Color is Your Function?,"Apple File System (APFS) announced for 2017, scales 'from Apple Watch to Mac Pro' and focuses on encryption",You don't talk about refactoring club,Alecrim/AlecrimCoreData,Tech in Brazil is booming despite the country's political troubles,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads"
243,-4333056764244640444,Lentes de contato inteligentes serão o wearable definitivo,Decentralizing IoT networks through blockchain,Peças Translúcidas,Introducing New Relic Infrastructure,Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs,Ray Kurzweil: The world isn't getting worse - our information is getting better
